Titulares,P,CA,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,Eventos,partido,equipo,localizacion
Sergio Asenjo,5,0,0,0,0,0,0,0,0,0,0,0,0,59.3,,318,villarreal,visitante
Mario Gaspar,-,-,0,0,1,1,0,0,2,4,2,0,0,60,,318,villarreal,visitante
Álvaro González,-,-,0,0,0,0,0,2,1,0,1,0,0,67.9,,318,villarreal,visitante
Ramiro Funes Mori,-,-,1,0,0,0,0,1,3,0,1,0,1,82.8,,318,villarreal,visitante
Xavi Quintillà,-,-,0,0,1,0,1,0,0,2,2,0,1,68,,318,villarreal,visitante
Pablo Fornals,-,-,3,0,1,0,1,2,1,0,2,0,2,80.6,,318,villarreal,visitante
Vicente Iborra,-,-,0,0,0,0,0,4,1,2,2,0,0,86,,318,villarreal,visitante
Santi Cazorla,-,-,0,0,4,0,0,2,0,1,0,1,2,87.5,,318,villarreal,visitante
Samuel Chukweze  75',-,-,5,2,1,0,0,1,1,0,0,3,2,76.9,,318,villarreal,visitante
Carlos Bacca  89',-,-,2,1,0,0,1,0,1,2,0,1,3,95,,318,villarreal,visitante
Karl Toko Ekambi  56',-,-,4,3,1,0,2,0,0,0,0,4,1,87,,318,villarreal,visitante
Neto,3,1,0,0,0,0,0,0,0,0,0,0,0,25,,319,valencia,local
Gabriel Paulista,-,-,1,0,0,0,0,4,0,2,1,0,1,80.6,,319,valencia,local
José Gayà,-,-,1,0,1,1,0,0,0,0,0,2,2,90.7,,319,valencia,local
Cristiano Piccini  31',-,-,0,0,1,0,1,1,0,1,0,1,0,50,,319,valencia,local
Ezequiel Garay,-,-,0,0,1,0,0,0,1,0,1,0,0,83.7,,319,valencia,local
Carlos Soler,-,-,4,1,1,0,0,0,2,2,0,0,2,93.9,,319,valencia,local
Dani Parejo  70',-,-,1,0,6,5,1,3,0,1,2,1,4,86.7,,319,valencia,local
Denis Cheryshev,-,-,4,1,1,0,3,1,1,0,3,2,3,70,,319,valencia,local
Daniel Wass,-,-,2,0,2,0,1,1,0,1,0,1,0,83,,319,valencia,local
Gonçalo Guedes  77',-,-,4,1,3,1,2,4,1,0,0,0,3,78.1,,319,valencia,local
Santi Mina,-,-,4,3,0,0,0,1,3,0,1,1,0,94.7,,319,valencia,local
Aitor Fernández,3,0,0,0,0,0,0,0,0,0,0,0,0,61.9,,319,levante,visitante
Róber Pier,-,-,0,0,0,0,0,0,3,1,1,0,0,90,,319,levante,visitante
Coke Andújar,-,-,0,0,2,0,1,3,2,0,0,0,1,78,,319,levante,visitante
Rúben Vezo,-,-,0,0,0,0,0,0,0,1,1,0,0,84.4,,319,levante,visitante
Erick Cabaco,-,-,0,0,0,0,0,0,1,1,2,0,0,84.4,,319,levante,visitante
Antonio Luna  68',-,-,0,0,1,0,0,1,3,0,0,0,0,69.7,,319,levante,visitante
Rubén Rochina  76',-,-,1,1,3,0,0,1,1,1,3,1,2,79.5,,319,levante,visitante
Jason,-,-,0,0,3,0,1,1,0,0,1,1,0,75.9,,319,levante,visitante
José Campaña,-,-,1,0,4,0,0,1,2,1,1,0,0,86.8,,319,levante,visitante
Roger Martí  67',-,-,1,1,0,0,0,1,6,0,0,0,0,83.3,,319,levante,visitante
José Luis Morales,-,-,1,0,0,0,0,1,0,1,0,1,2,85.7,,319,levante,visitante
Iván Cuéllar,5,1,0,0,0,0,0,0,0,0,0,0,0,40,,320,leganes,local
Unai Bustinza,-,-,0,0,2,0,0,1,3,2,2,1,0,62.9,,320,leganes,local
Jonathan Silva,-,-,2,2,2,0,0,2,1,1,0,0,0,75,,320,leganes,local
Allan Nyom,-,-,0,0,5,1,0,4,1,0,1,1,2,65.4,,320,leganes,local
Dimitrios Siovas,-,-,0,0,0,0,0,1,0,4,2,1,1,60.6,,320,leganes,local
Kenneth Omeruo,-,-,0,0,0,0,0,0,0,0,1,0,0,73.3,,320,leganes,local
Javier Eraso  70',-,-,1,0,1,0,0,0,1,1,0,0,0,90.9,,320,leganes,local
Rubén Pérez,-,-,1,0,1,0,0,1,2,0,1,0,0,75.6,,320,leganes,local
Mikel Vesga  84',-,-,0,0,0,0,0,0,1,3,0,0,0,73.1,,320,leganes,local
Guido Carrillo  64',-,-,0,0,0,0,1,0,0,0,1,0,0,50,,320,leganes,local
Martin Braithwaite,-,-,1,0,0,0,0,1,0,0,0,1,1,76.2,,320,leganes,local
Keylor Navas,1,0,0,0,0,0,0,0,0,0,0,0,0,70,,320,real_madrid,visitante
Daniel Carvajal,-,-,0,0,5,0,1,1,1,0,0,1,1,88.4,,320,real_madrid,visitante
Raphaël Varane,-,-,0,0,0,0,0,0,0,1,0,0,0,93.5,,320,real_madrid,visitante
Nacho Fernández,-,-,0,0,0,0,0,0,0,0,2,1,0,91.3,,320,real_madrid,visitante
Marcelo,-,-,2,1,2,0,1,0,2,0,1,0,0,90.4,,320,real_madrid,visitante
Luka Modric,-,-,1,0,1,0,1,2,2,0,1,3,3,87.5,,320,real_madrid,visitante
Casemiro,-,-,0,0,1,0,0,1,1,1,4,0,0,88.3,,320,real_madrid,visitante
Federico Valverde,-,-,0,0,0,0,0,1,1,2,0,3,1,89,,320,real_madrid,visitante
Marco Asensio  80',-,-,5,3,5,1,2,0,1,0,0,2,0,86.4,,320,real_madrid,visitante
Isco Alarcón  76',-,-,2,0,1,0,0,5,1,2,0,1,1,91.2,,320,real_madrid,visitante
Karim Benzema,-,-,3,2,1,0,0,1,1,1,0,0,3,86.5,,320,real_madrid,visitante
Fernando Pacheco,5,2,0,0,0,0,0,0,0,0,0,0,0,36.8,,321,alaves,local
Rodrigo Ely,-,-,0,0,0,0,0,0,1,3,0,0,0,61.5,,321,alaves,local
Guillermo Maripán,-,-,1,0,0,0,0,0,1,0,0,0,0,76,,321,alaves,local
Adrián Marín,-,-,0,0,1,0,1,0,3,1,3,1,0,76.5,,321,alaves,local
Martín Aguirregabiria,-,-,0,0,0,0,0,2,1,0,2,1,0,56.7,,321,alaves,local
Tomás Pina,-,-,1,0,0,0,0,1,2,1,1,0,1,80.6,,321,alaves,local
Takashi Inui  58',-,-,0,0,1,0,0,3,1,0,0,0,0,72.7,,321,alaves,local
Manu García,-,-,1,1,1,0,0,2,0,0,1,1,0,67.3,,321,alaves,local
Jony Rodríguez,-,-,3,1,7,0,2,2,1,0,0,2,2,73.5,,321,alaves,local
John Guidetti  73',-,-,3,2,1,0,1,0,2,0,0,0,0,55.6,,321,alaves,local
Jonathan Calleri,-,-,1,0,0,0,0,3,4,0,0,1,1,47.1,,321,alaves,local
Yoel Rodríguez,1,0,0,0,0,0,0,0,0,0,0,0,0,45.2,,321,valladolid,visitante
Joaquín Fernández,-,-,2,1,0,0,0,2,1,4,0,0,0,73.9,,321,valladolid,visitante
Kiko Olivas,-,-,0,0,0,0,0,3,0,0,1,0,1,80.9,,321,valladolid,visitante
Fernando Calero,-,-,0,0,1,0,0,0,0,1,0,0,0,81,,321,valladolid,visitante
Antoñito Regal,-,-,0,0,6,1,2,1,3,2,2,0,0,76.9,,321,valladolid,visitante
Nacho Martínez,-,-,0,0,2,1,0,1,0,1,1,0,3,76.1,,321,valladolid,visitante
Borja Fernández  30',-,-,0,0,0,0,0,1,2,0,0,0,0,50,,321,valladolid,visitante
Keko Gontán  20',-,-,0,0,0,0,0,0,0,0,0,1,0,83.3,,321,valladolid,visitante
Enes Ünal,-,-,1,1,0,0,0,3,3,0,0,0,0,50,,321,valladolid,visitante
Óscar Plano,-,-,1,0,8,1,2,3,3,2,1,1,1,72.7,,321,valladolid,visitante
Sergi Guardiola,-,-,5,5,2,0,3,1,2,0,0,0,0,68.4,,321,valladolid,visitante
Rubén Blanco,0,3,0,0,0,0,0,0,0,0,0,0,0,60,,322,celta,local
Hugo Mallo,-,-,0,0,3,0,0,0,1,0,2,1,0,76.3,,322,celta,local
Néstor Araujo,-,-,0,0,1,1,0,1,0,1,0,0,0,100,,322,celta,local
Lucas Olaza,-,-,0,0,7,2,0,0,0,1,2,1,2,80.5,,322,celta,local
Gustavo Cabral,-,-,0,0,0,0,0,0,1,1,4,0,0,97.7,,322,celta,local
Okay Yokuslu,-,-,0,0,0,0,0,1,1,1,1,1,0,84.7,,322,celta,local
Stanislav Lobotka,-,-,0,0,1,0,1,1,2,1,1,0,0,94.2,,322,celta,local
Sofiane Boufal  79',-,-,2,2,1,0,0,2,1,0,2,0,1,80.6,,322,celta,local
Ryad Boudebouz  87',-,-,3,2,9,1,3,1,0,0,0,5,1,82.4,,322,celta,local
Maxi Gómez,-,-,3,1,1,1,0,3,0,0,0,2,2,78.3,,322,celta,local
Iago Aspas  89',-,-,3,2,1,0,1,1,1,0,0,0,4,78.4,,322,celta,local
Yassine Bono,6,0,0,0,0,0,0,0,0,0,0,0,0,50,,322,girona,visitante
Bernardo Espinosa,-,-,0,0,0,0,0,1,1,0,0,1,1,82.8,,322,girona,visitante
Pedro Alcalá,-,-,0,0,0,0,0,0,2,0,4,0,1,90.5,,322,girona,visitante
Raúl García C.  84',-,-,0,0,5,1,0,0,0,0,1,1,1,56.5,,322,girona,visitante
Pedro Porro,-,-,1,0,9,3,1,0,0,3,0,0,2,81,,322,girona,visitante
Pere Pons,-,-,1,0,0,0,0,1,1,1,2,1,1,85.7,,322,girona,visitante
Cristian Portu,-,-,1,1,0,0,0,1,0,0,2,0,0,78.9,,322,girona,visitante
Douglas Luiz,-,-,1,0,1,0,0,0,4,1,1,0,0,78.7,,322,girona,visitante
Patrick Roberts  45',-,-,0,0,0,0,0,0,0,0,1,2,1,75,,322,girona,visitante
Aleix García  45',-,-,1,0,0,0,0,0,0,0,1,1,0,65.2,,322,girona,visitante
Christian Stuani,-,-,3,0,0,0,0,3,2,0,0,0,0,66.7,,322,girona,visitante
Marko Dmitrovic,3,0,0,0,0,0,0,0,0,0,0,0,0,55.2,,323,eibar,local
Paulo Oliveira,-,-,1,1,0,0,0,0,0,1,3,0,0,86.5,,323,eibar,local
José Ángel,-,-,1,0,11,3,1,0,1,0,2,1,1,69.6,,323,eibar,local
Gonzalo Escalante,-,-,0,0,0,0,0,2,0,0,0,0,0,72.7,,323,eibar,local
Sergio Álvarez,-,-,0,0,0,0,0,0,1,2,2,0,0,77.4,,323,eibar,local
Fabián Orellana  76',-,-,0,0,2,0,0,1,1,1,1,1,0,80.6,,323,eibar,local
Pablo de Blasis,-,-,0,0,7,1,1,0,0,0,0,1,1,64.3,,323,eibar,local
Marc Cucurella,-,-,0,0,6,0,3,1,3,0,0,1,1,86.7,,323,eibar,local
Joan Jordan,-,-,3,0,3,2,0,3,2,0,2,1,2,84.6,,323,eibar,local
Marc Cardona  62',-,-,1,0,0,0,0,2,1,0,0,0,0,81.8,,323,eibar,local
Sergi Enrich  82',-,-,2,0,0,0,0,2,2,1,0,1,1,72.4,,323,eibar,local
Jan Oblak,2,1,0,0,0,0,0,0,0,0,0,0,0,45.2,,323,atletico,visitante
Diego Godín,-,-,1,1,0,0,1,1,3,2,0,0,0,64.1,,323,atletico,visitante
Santiago Arias  69',-,-,0,0,0,0,0,3,0,1,2,1,0,66.7,,323,atletico,visitante
José María Giménez,-,-,1,0,0,0,0,1,0,0,1,0,0,62.9,,323,atletico,visitante
Thomas Teye,-,-,1,0,1,0,1,0,1,3,1,1,1,75,,323,atletico,visitante
Koke Resurrección,-,-,1,1,6,3,1,1,0,1,3,1,5,86,,323,atletico,visitante
Saúl Ñíguez,-,-,0,0,3,0,1,0,0,0,3,0,0,69.4,,323,atletico,visitante
Rodri Hernández,-,-,1,0,0,0,0,1,2,0,1,0,0,100,,323,atletico,visitante
Vitolo  60',-,-,0,0,0,0,2,0,1,0,1,2,1,76.2,,323,atletico,visitante
Ángel Correa  54',-,-,1,1,0,0,1,1,0,0,1,1,0,77.8,,323,atletico,visitante
Álvaro Morata,-,-,1,0,1,0,1,2,2,0,0,1,1,38.1,,323,atletico,visitante
Alberto García,3,0,0,0,0,0,0,0,0,0,1,0,0,58.3,,324,rayo,local
Tito,-,-,1,1,1,0,1,0,0,1,1,0,1,42.9,,324,rayo,local
Álex Moreno,-,-,0,0,2,0,0,0,0,0,0,1,0,76.9,,324,rayo,local
Abdoulaye Ba,-,-,1,0,1,1,1,2,1,3,1,0,1,71.8,,324,rayo,local
Álex Gálvez,-,-,1,1,0,0,0,2,0,2,3,0,0,84.8,,324,rayo,local
Álvaro Medrán  65',-,-,0,0,3,1,0,0,1,1,1,2,4,85.2,,324,rayo,local
Adrián Embarba,-,-,1,0,11,2,2,0,5,0,0,1,3,65,,324,rayo,local
Mario Suárez,-,-,1,0,0,0,0,2,0,0,5,1,0,75.5,,324,rayo,local
José Ángel Pozo  79',-,-,2,0,1,1,0,1,1,0,1,5,3,74.2,,324,rayo,local
Raúl De Tomás,-,-,5,1,0,0,2,1,2,0,0,2,0,71.4,,324,rayo,local
Bebé,-,-,4,0,9,1,2,1,2,0,0,1,0,76.2,,324,rayo,local
Roberto Santamaría,3,0,0,0,0,0,0,1,0,0,0,0,0,41.2,,324,huesca,visitante
Xabier Etxeita,-,-,1,0,0,0,0,0,0,2,2,0,0,38.9,,324,huesca,visitante
Javi Galán,-,-,0,0,6,0,0,3,0,2,3,4,1,57.1,,324,huesca,visitante
Jorge Pulido  45',-,-,0,0,0,0,0,1,0,0,0,0,0,76.9,,324,huesca,visitante
Jorge Miramón,-,-,0,0,4,0,0,0,0,2,1,0,0,52.9,,324,huesca,visitante
Moi Gómez,-,-,0,0,1,0,0,0,0,0,2,0,1,67.5,,324,huesca,visitante
David Ferreiro,-,-,1,0,8,1,2,2,1,1,1,1,0,84.6,,324,huesca,visitante
Gonzalo Melero  63',-,-,0,0,0,0,0,1,0,0,2,0,2,75,,324,huesca,visitante
Yangel Herrera,-,-,1,0,0,0,0,1,3,0,6,1,0,74.2,,324,huesca,visitante
Chimy Ávila,-,-,4,2,2,0,0,0,0,0,1,0,1,41.7,,324,huesca,visitante
Enric Gallego,-,-,1,0,1,0,1,0,5,0,1,0,1,65.4,,324,huesca,visitante
Marc-André ter Stegen,1,0,0,0,0,0,0,0,0,0,0,0,0,75,,325,barcelona,local
Nélson Semedo,-,-,0,0,2,0,0,1,3,1,3,1,0,92.1,,325,barcelona,local
Gerard Piqué,-,-,0,0,0,0,0,3,0,3,1,1,0,91.8,,325,barcelona,local
Clément Lenglet,-,-,1,1,0,0,0,0,0,4,0,0,0,96,,325,barcelona,local
Jordi Alba,-,-,1,1,2,0,2,0,0,1,1,0,2,80.7,,325,barcelona,local
Ivan Rakitic,-,-,1,0,0,0,0,1,0,0,0,1,0,87.3,,325,barcelona,local
Arthur Melo  55',-,-,0,0,0,0,0,1,0,0,1,0,1,94.9,,325,barcelona,local
Arturo Vidal  89',-,-,2,0,1,0,0,1,4,0,0,0,1,85.5,,325,barcelona,local
Luis Suárez,-,-,1,1,0,0,1,1,0,1,0,2,1,65.6,,325,barcelona,local
Lionel Messi,-,-,3,1,3,0,0,2,0,0,0,5,1,66.7,,325,barcelona,local
Ousmane Dembélé  71',-,-,1,0,1,1,0,0,4,0,2,0,1,70.4,,325,barcelona,local
Gerónimo Rulli,2,0,0,0,0,0,0,0,0,1,0,0,0,86.2,,325,real_sociedad,visitante
Joseba Zaldua,-,-,0,0,3,0,2,1,0,1,0,0,0,76.5,,325,real_sociedad,visitante
Diego Javier Llorente  86',-,-,0,0,0,0,0,1,1,2,2,0,0,84,,325,real_sociedad,visitante
Aritz Elustondo,-,-,0,0,0,0,0,2,0,3,2,2,0,85.5,,325,real_sociedad,visitante
Aihen Muñoz,-,-,0,0,5,1,0,2,1,0,0,0,0,80.9,,325,real_sociedad,visitante
Igor Zubeldia  53',-,-,0,0,0,0,0,1,2,1,0,1,0,86.2,,325,real_sociedad,visitante
Mikel Merino,-,-,0,0,0,0,0,1,3,0,1,0,2,83.5,,325,real_sociedad,visitante
Mikel Oyarzabal,-,-,2,0,0,0,0,0,1,0,0,1,0,83.3,,325,real_sociedad,visitante
Rubén Pardo,-,-,1,0,3,1,0,0,0,1,0,0,3,82.6,,325,real_sociedad,visitante
Juanmi Jiménez  86',-,-,2,2,0,0,0,2,2,0,0,0,0,90.5,,325,real_sociedad,visitante
Willian José,-,-,2,0,1,1,0,0,1,0,0,3,2,64.3,,325,real_sociedad,visitante
Aitor Fernández,5,1,0,0,0,0,1,0,0,0,0,0,0,50,,326,levante,local
Toño García  60',-,-,1,0,3,0,2,2,0,0,0,0,1,73.1,,326,levante,local
Róber Pier,-,-,0,0,0,0,0,0,0,3,1,0,1,81.4,,326,levante,local
Chema Rodríguez  66',-,-,1,0,0,0,2,0,1,6,0,0,0,80,,326,levante,local
Rúben Vezo,-,-,3,1,0,0,0,1,1,2,1,2,0,78,,326,levante,local
Enis Bardhi,-,-,2,0,2,0,1,1,1,0,0,2,1,66.7,,326,levante,local
Rubén Rochina  73',-,-,3,1,8,2,0,1,3,0,2,0,2,76.2,,326,levante,local
Jason,-,-,0,0,6,1,2,7,2,1,2,3,3,57.9,,326,levante,local
José Campaña,-,-,1,0,11,5,1,1,1,4,3,0,4,76.1,,326,levante,local
Borja Mayoral  76',-,-,3,2,0,0,0,0,0,0,0,0,2,83.3,,326,levante,local
José Luis Morales,-,-,1,0,1,0,1,0,2,0,0,3,2,70,,326,levante,local
Diego López,3,0,0,0,0,0,0,1,0,0,0,0,0,52.6,,326,espanyol,visitante
Naldo Gomes,-,-,0,0,0,0,0,0,0,1,2,0,1,71.1,,326,espanyol,visitante
Javi López,-,-,1,1,3,0,0,1,0,1,3,1,1,67.4,,326,espanyol,visitante
Mario Hermoso,-,-,3,2,0,0,1,1,0,4,0,0,2,89.6,,326,espanyol,visitante
Adrià Pedrosa,-,-,1,0,1,0,0,1,3,1,2,3,2,84.8,,326,espanyol,visitante
Víctor Sánchez  79',-,-,1,0,3,0,2,3,5,1,2,0,0,69.7,,326,espanyol,visitante
Sergi Darder  79',-,-,1,0,2,0,0,0,0,0,2,0,1,76.2,,326,espanyol,visitante
Óscar Melendo,-,-,1,1,1,1,0,1,0,2,1,2,1,81,,326,espanyol,visitante
Marc Roca,-,-,1,1,0,0,0,0,4,2,2,1,2,87,,326,espanyol,visitante
Borja Iglesias,-,-,2,2,0,0,2,1,1,1,0,1,1,65.2,,326,espanyol,visitante
Javi Puado  82',-,-,2,0,0,0,1,1,2,1,0,2,0,78.6,,326,espanyol,visitante
David Soria,2,3,0,0,0,0,0,0,0,0,0,0,0,41.9,,327,getafe,local
Dakonam Djené  73',-,-,0,0,0,0,0,0,1,3,0,0,0,79.4,,327,getafe,local
Bruno González,-,-,1,0,0,0,0,3,3,1,0,0,1,64.7,,327,getafe,local
Leandro Cabrera,-,-,1,0,1,0,0,1,2,4,1,1,0,36.7,,327,getafe,local
Ignasi Miquel,-,-,0,0,1,1,1,1,1,1,0,0,0,52,,327,getafe,local
Gaku Shibasaki  60',-,-,0,0,2,1,1,0,1,0,1,0,2,72.7,,327,getafe,local
Mauro Arambarri,-,-,1,0,1,1,0,1,2,1,3,0,1,70.8,,327,getafe,local
Nemanja Maksimovic,-,-,0,0,0,0,0,1,0,2,1,0,0,69.2,,327,getafe,local
Jaime Mata  84',-,-,2,1,5,1,0,1,2,1,1,1,0,52.9,,327,getafe,local
Jorge Molina  76',-,-,3,2,0,0,0,2,0,0,2,1,1,66.7,,327,getafe,local
Hugo Duro,-,-,1,0,0,0,0,2,4,0,0,2,0,54.5,,327,getafe,local
Tomáš Vaclík,0,0,0,0,0,0,0,1,0,0,0,0,0,66.7,,327,sevilla,visitante
Simon Kjaer,-,-,1,0,0,0,0,0,2,2,0,0,2,83.3,,327,sevilla,visitante
Jesús Navas,-,-,1,1,6,0,2,2,0,2,1,0,0,60,,327,sevilla,visitante
Sergi Gómez,-,-,0,0,1,1,0,0,1,2,0,0,0,77.1,,327,sevilla,visitante
Sergio Escudero  48',-,-,2,0,0,0,0,1,1,1,2,0,1,71.4,,327,sevilla,visitante
Gabriel Mercado,-,-,0,0,1,0,0,3,1,0,1,0,0,74.4,,327,sevilla,visitante
Ibrahim Amadou  66',-,-,0,0,0,0,0,1,2,0,3,0,0,75,,327,sevilla,visitante
Éver Banega  45',-,-,0,0,2,1,0,2,1,0,0,0,0,77.8,,327,sevilla,visitante
Franco Vázquez,-,-,2,0,0,0,1,4,3,1,2,4,1,76.5,,327,sevilla,visitante
Wissam Ben Yedder,-,-,2,1,0,0,4,2,2,0,0,0,0,63.2,,327,sevilla,visitante
Munir El Haddadi  68',-,-,2,0,4,0,0,1,0,0,1,1,0,75,,327,sevilla,visitante
Keylor Navas,3,0,0,0,0,0,0,0,0,1,0,0,0,60.9,,328,real_madrid,local
Daniel Carvajal,-,-,0,0,1,0,1,1,0,1,3,1,1,79.5,,328,real_madrid,local
Jesús Vallejo,-,-,0,0,0,0,1,1,1,3,1,0,0,90.2,,328,real_madrid,local
Raphaël Varane,-,-,0,0,0,0,0,1,0,1,0,0,0,89.4,,328,real_madrid,local
Marcelo,-,-,3,0,2,0,0,1,2,1,1,2,0,76.6,,328,real_madrid,local
Toni Kroos  69',-,-,1,0,5,0,2,4,1,0,2,0,1,93.5,,328,real_madrid,local
Luka Modric,-,-,0,0,1,1,0,3,2,1,0,4,3,92.1,,328,real_madrid,local
Casemiro,-,-,0,0,0,0,0,3,2,1,0,0,0,83.3,,328,real_madrid,local
Lucas Vázquez  69',-,-,1,0,2,0,1,2,2,0,3,2,2,87.1,,328,real_madrid,local
Marco Asensio  83',-,-,0,0,6,4,0,0,0,0,1,4,2,77.8,,328,real_madrid,local
Karim Benzema,-,-,4,3,0,0,2,0,2,1,2,2,0,81.8,,328,real_madrid,local
Iago Herrerín,1,0,0,0,0,0,0,0,0,0,0,0,0,50,,328,athletic,visitante
Íñigo Martínez,-,-,1,0,0,0,0,2,2,3,1,0,0,81.6,,328,athletic,visitante
Yeray Álvarez,-,-,0,0,0,0,0,0,0,2,2,0,0,94.3,,328,athletic,visitante
Mikel San José,-,-,0,0,0,0,0,0,3,1,2,0,0,79.5,,328,athletic,visitante
Yuri Berchiche,-,-,0,0,2,0,0,2,3,2,1,1,0,90.5,,328,athletic,visitante
Íñigo Lekue,-,-,0,0,3,0,1,1,0,2,2,0,0,77.1,,328,athletic,visitante
